UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Wear_per_torque,time_index,failure_event
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,6.528662420382166,0,False
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,7.023411371237459,0,False
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,0.9706546275395035,0,False
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,1.8,0,False
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,2.55663430420712,0,False
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,2.714681440443213,0,False
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,3.8761467889908254,0,False
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,1.2017167381974247,0,False
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000023,1.3968957871396894,0,False
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.100000000000023,1.822125813449024,0,False
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.399999999999977,2.0588235294117645,0,False
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,11.300000000000011,2.5952380952380953,0,False
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,3.0316742081447963,0,False
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,3.278301886792453,0,False
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,11.600000000000023,3.768115942028986,0,False
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.800000000000011,4.044265593561368,0,False
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,0.20746887966804978,0,False
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,11.900000000000034,1.450381679389313,0,False
538,H29951,H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0,11.900000000000034,1.930232558139535,0,False
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,11.800000000000011,2.7700831024930745,0,False
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,11.899999999999977,2.8476821192052983,0,False
565,H29978,H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,12.0,4.8286604361370715,0,False
566,H29979,H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,12.0,4.46927374301676,0,False
577,H29990,H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,12.0,3.7377690802348336,0,False
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,11.900000000000034,6.521739130434782,0,False
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,12.0,4.460580912863071,0,False
588,H30001,H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,11.899999999999977,6.767371601208459,0,False
592,H30005,H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,11.800000000000011,5.635491606714628,0,False
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,12.0,8.60215053763441,0,False
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,12.0,0.03968253968253968,0,False
598,H30011,H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,12.0,0.27896995708154504,0,False
600,H30013,H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,12.0,0.6430868167202572,0,False
617,H30030,H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,11.799999999999955,2.0618556701030926,0,False
619,H30032,H,298.2,310.0,1433,44.2,68,0,0,0,0,0,0,11.800000000000011,1.5384615384615383,0,False
625,H30038,H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,11.800000000000011,2.2606382978723403,0,False
633,H30046,H,298.3,310.0,1419,47.1,105,0,0,0,0,0,0,11.699999999999989,2.229299363057325,0,False
645,H30058,H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,11.699999999999989,4.470198675496689,0,False
649,H30062,H,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,11.600000000000023,3.0061349693251533,0,False
670,H30083,H,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,11.399999999999977,5.225464190981432,0,False
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,11.300000000000011,0.1440922190201729,0,False
683,H30096,H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,11.199999999999989,0.4713114754098361,0,False
689,H30102,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,11.399999999999977,1.5530303030303032,0,False
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,11.399999999999977,0.8273381294964028,0,False
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,11.399999999999977,1.2686567164179103,0,False
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,11.199999999999989,1.887755102040816,0,False
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,11.199999999999989,2.1271393643031784,0,False
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,11.200000000000045,2.620087336244542,0,False
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,11.300000000000011,3.9095744680851063,0,False
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,11.399999999999977,3.0769230769230766,0,False
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,11.400000000000034,4.51530612244898,0,False
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,11.400000000000034,4.384449244060476,0,False
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,11.300000000000011,5.080091533180778,0,False
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,11.199999999999989,0.3242320819112628,0,False
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,11.199999999999989,0.47058823529411764,0,False
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,11.199999999999989,1.4970059880239521,0,False
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,11.0,2.4233128834355826,0,False
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,10.900000000000034,2.7513227513227516,0,False
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,10.799999999999955,3.5258964143426295,0,False
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,10.799999999999955,4.554216867469879,0,False
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,11.0,0.0,0,False
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,10.800000000000011,0.689655172413793,0,False
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,10.799999999999955,1.0122699386503067,0,False
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,10.699999999999989,1.3225806451612903,0,False
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,10.600000000000023,1.6566265060240963,0,False
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,10.5,6.363636363636363,0,False
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,10.599999999999966,2.44122965641953,0,False
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,10.5,2.279293739967897,0,False
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,10.5,3.032128514056225,0,False
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,10.399999999999977,5.295698924731182,0,False
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,10.5,6.7961165048543695,0,False
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,10.399999999999977,0.0,0,False
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,10.699999999999989,1.6759776536312851,0,False
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,10.599999999999966,1.6235294117647059,0,False
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,10.599999999999966,2.3602484472049685,0,False
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,10.700000000000045,4.492307692307692,0,False
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,10.800000000000011,5.9459459459459465,0,False
1005,H30418,H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,10.899999999999977,4.666666666666667,0,False
1034,H30447,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,11.100000000000023,1.631578947368421,0,False
1038,H30451,H,296.4,307.5,1596,35.1,75,0,0,0,0,0,0,11.100000000000023,2.1367521367521367,0,False
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,11.100000000000023,1.7803030303030305,0,False
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,11.0,3.8360655737704916,0,False
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,11.199999999999989,2.472118959107807,0,False
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,10.900000000000034,3.1559633027522938,0,False
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,10.800000000000011,5.876623376623376,0,False
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,10.799999999999955,4.824120603015076,0,False
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,10.900000000000034,5.754189944134079,0,True
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,10.600000000000023,0.4554865424430642,0,False
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,10.699999999999989,1.1,0,False
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,10.800000000000011,1.130952380952381,0,False
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,10.899999999999977,1.3008130081300813,0,False
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,10.900000000000034,2.0053475935828877,0,False
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,11.099999999999966,2.935483870967742,0,False
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,11.099999999999966,1.6051364365971108,0,True
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,10.899999999999977,3.7719298245614032,0,False
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,10.899999999999977,6.556776556776557,0,False
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,10.800000000000011,4.520884520884521,0,False
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,10.699999999999989,8.193277310924369,0,False
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,11.100000000000023,5.36231884057971,0,False
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,10.899999999999977,5.902061855670103,0,False
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,11.099999999999966,0.449438202247191,0,False
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,11.0,1.726027397260274,0,False
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,11.100000000000023,1.6596638655462184,0,False
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,11.100000000000023,1.644859813084112,0,False
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,11.100000000000023,7.368421052631579,0,False
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,11.100000000000023,2.238805970149254,0,False
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,11.199999999999989,3.397590361445783,0,False
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,11.300000000000011,11.857142857142858,0,False
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,11.299999999999955,5.445859872611465,0,False
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,11.299999999999955,3.776824034334764,0,False
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,11.300000000000011,4.758269720101781,0,False
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,11.300000000000011,6.216216216216217,0,False
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,11.300000000000011,0.04048582995951417,0,False
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,11.399999999999977,0.1380670611439842,0,False
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,11.399999999999977,0.9523809523809524,0,False
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,11.399999999999977,0.8787878787878788,0,False
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,11.399999999999977,1.308641975308642,0,False
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,11.399999999999977,1.5223097112860893,0,False
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,11.399999999999977,1.616915422885572,0,False
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,2.2641509433962264,0,False
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,11.199999999999989,1.6390423572744015,0,False
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,11.100000000000023,3.622754491017964,0,False
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,11.200000000000045,3.74749498997996,0,False
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,11.300000000000011,5.353260869565218,0,False
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,11.399999999999977,6.875,0,False
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,11.300000000000011,8.059701492537313,0,False
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,11.5,0.0,0,False
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,11.399999999999977,2.0289855072463765,0,False
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,11.5,2.8782287822878225,0,False
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,11.399999999999977,2.3830734966592426,0,False
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.200000000000045,2.9359823399558502,0,False
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,11.200000000000045,2.5677830940988833,0,False
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,11.300000000000011,4.403183023872678,0,False
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,11.099999999999966,0.7125890736342042,0,False
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,11.0,0.7918552036199095,0,False
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.099999999999966,0.8849557522123893,0,True
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,11.399999999999977,2.37012987012987,0,False
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,10.600000000000023,4.125560538116591,0,False
1513,H30926,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,10.699999999999989,0.13774104683195593,0,False
1519,H30932,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,10.800000000000011,0.4129263913824057,0,False
1523,H30936,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,10.800000000000011,0.9549071618037135,0,False
1528,H30941,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,11.0,1.101123595505618,0,False
1532,H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,10.899999999999977,1.4492753623188406,0,False
1557,H30970,H,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,10.100000000000023,2.5902335456475583,0,False
1583,H30996,H,298.1,308.3,1530,42.0,184,0,0,0,0,0,0,10.199999999999989,4.380952380952381,0,False
1603,H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,10.099999999999966,0.3880597014925373,0,False
1617,H31030,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,10.0,1.5635179153094463,0,False
1623,H31036,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,9.900000000000034,1.6449086161879898,0,False
1635,H31048,H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,10.0,1.5897435897435896,0,False
1643,H31056,H,298.0,307.8,1588,35.4,114,0,0,0,0,0,0,9.800000000000011,3.2203389830508478,0,False
1650,H31063,H,298.0,307.9,1482,37.8,132,0,0,0,0,0,0,9.899999999999977,3.4920634920634925,0,False
1653,H31066,H,297.9,307.8,1635,34.0,142,0,0,0,0,0,0,9.900000000000034,4.176470588235294,0,False
1659,H31072,H,298.1,308.0,1570,35.3,159,0,0,0,0,0,0,9.899999999999977,4.504249291784703,0,False
1663,H31076,H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,9.699999999999989,3.758241758241758,0,False
1666,H31079,H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,9.699999999999989,4.559193954659949,0,False
1677,H31090,H,297.9,307.6,1418,43.0,207,0,0,0,0,0,0,9.700000000000045,4.813953488372093,0,False
1683,H31096,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,9.5,6.232686980609418,0,True
1687,H31100,H,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,9.400000000000034,0.24390243902439024,0,False
1694,H31107,H,298.0,307.5,1683,27.8,26,0,0,0,0,0,0,9.5,0.935251798561151,0,False
1733,H31146,H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,9.5,4.25531914893617,0,False
1739,H31152,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,9.5,6.355140186915889,0,False
1740,H31153,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,9.399999999999977,2.6014760147601477,0,False
1749,H31162,H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,9.300000000000011,5.337620578778135,0,False
1760,H31173,H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,9.399999999999977,5.539772727272727,0,False
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,9.400000000000034,4.197530864197531,0,False
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,9.400000000000034,0.0,0,False
1771,H31184,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,9.5,0.5806451612903226,0,False
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,9.599999999999966,0.9782608695652175,0,False
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,9.699999999999989,1.2682926829268293,0,False
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,9.5,2.2641509433962264,0,False
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,9.5,2.3582766439909295,0,False
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,9.599999999999966,2.0106761565836297,0,False
1807,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0,9.600000000000023,3.664596273291925,0,False
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,9.5,4.139650872817955,0,False
1836,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,9.5,5.307262569832402,0,False
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,9.400000000000034,0.3111111111111111,0,False
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,9.600000000000023,0.49222797927461137,0,False
1849,H31262,H,297.7,307.2,1429,44.1,26,0,0,0,0,0,0,9.5,0.5895691609977324,0,False
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,9.600000000000023,0.748407643312102,0,False
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,9.699999999999989,3.2835820895522385,0,False
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,9.600000000000023,6.266094420600858,0,False
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,9.700000000000045,4.472222222222222,0,False
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,9.699999999999989,5.054347826086957,0,False
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,9.800000000000011,0.397489539748954,0,False
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,9.800000000000011,2.562674094707521,0,False
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,9.800000000000011,2.2453703703703702,0,False
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,9.699999999999989,3.961661341853035,0,False
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,9.600000000000023,3.275109170305677,0,False
1989,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,9.599999999999966,4.489795918367347,0,False
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,9.699999999999989,0.06493506493506493,0,False
2021,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,9.699999999999989,1.5915915915915917,0,False
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,9.699999999999989,1.7857142857142856,0,False
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,9.699999999999989,4.92462311557789,0,False
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,9.899999999999977,3.4684684684684686,0,False
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,9.900000000000034,4.365853658536586,0,False
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,9.800000000000011,5.872576177285318,0,False
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,9.900000000000034,0.0,0,False
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,9.900000000000034,0.18108651911468812,0,False
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,9.600000000000023,1.1992263056092842,0,False
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,9.699999999999989,2.0,0,False
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,9.700000000000045,1.836734693877551,0,False
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,9.5,3.10580204778157,0,False
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,9.599999999999966,2.2325581395348837,0,False
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,9.600000000000023,4.88262910798122,0,False
